id,movie_id,imdb_id,title,description,genres
3996,11901,68699,High Plains Drifter,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",[37]
3997,440597,5322012,Wish Upon,"A teenage girl discovers a box with magical powers, but those powers comes with a deadly price.","[14, 27, 53]"
3998,10617,103285,Once Upon a Time in China,"Set in late 19th century Canton this martial arts film depicts the stance taken by the legendary martial arts hero Wong Fei-Hung (1847-1924) against foreign forces' (English, French and American) plundering of China.","[28, 18]"
3999,4723,405336,Southland Tales,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.","[35, 878]"
4000,11589,65938,Kelly's Heroes,A misfit group of World War II American soldiers goes AWOL to rob a bank behind German lines.,"[12, 35, 10752]"
4001,14197,404254,My Sassy Girl,"A guy (Jesse Bradford) has his life planned out, until he is wooed, groomed and then dumped by an elusive woman (Elisha Cuthbert).","[35, 10749]"
4002,7942,425413,"Run, Fatboy, Run","Five years after jilting his pregnant fiancÃ©e on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.","[35, 10749]"
4003,43619,1315962,Leaving,"Suzanne is a well to do married woman and mother in the south of France. Her idle bourgeois lifestyle gets her down and she decides to go back to work as a physiotherapist. Her husband agrees to fix up a consulting room for her in their backyard. When Suzanne and the man hired to do the building meet, the mutual attraction is sudden and violent. Suzanne decides to give up everything and live this all engulfing passion to the fullest.","[18, 10749]"
4004,436969,6334354,The Suicide Squad,A relaunch of Suicide Squad (2016). Plot unknown.,"[28, 12, 14]"
4005,11020,73540,Picnic at Hanging Rock,"In the early 1900s, Miranda attends a girls boarding school in Australia. One Valentine's Day, the school's typically strict headmistress treats the girls to a picnic field trip to an unusual but scenic volcanic formation called Hanging Rock. Despite rules against it, Miranda and several other girls venture off. It's not until the end of the day that the faculty realizes the girls and one of the teachers have disappeared mysteriously.","[18, 9648]"
4006,1667,428803,March of the Penguins,"Every year, thousands of Antarctica's emperor penguins make an astonishing journey to breed their young. They walk, marching day and night in single file 70 miles into the darkest, driest and coldest continent on Earth.  Morgan Freeman narrates this amazing, true-life tale touched with humour and alive with thrills. Breathtaking photography captures the transcendent beauty and staggering drama of devoted parent penguins who, in the fierce polar winter, take turns guarding their egg and trekking to the ocean in search of food. Predators hunt them, storms lash them. But the safety of their adorable chicks makes it all worthwhile. So follow the leader ... to adventure!!","[99, 10751]"
4007,46738,1255953,Incendies,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.","[18, 9648, 10752]"
4008,8054,1054606,The Imaginarium of Doctor Parnassus,A traveling theater company gives its audience much more than they were expecting.,"[12, 14, 9648]"
4009,12102,79417,Kramer vs. Kramer,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.",[18]
4010,10761,866439,Made of Honor,"Tom and Hannah have been platonic friends for 10 years. He's a serial dater, while she wants marriage but hasn't found Mr. Right. Just as Tom is starting to think that he is relationship material after all, Hannah gets engaged. When she asks Tom to be her 'maid' of honor, he reluctantly agrees just so he can attempt to stop the wedding and woo her.","[35, 10749]"
4011,1494,473444,Curse of the Golden Flower,"During China's Tang dynasty the emperor has taken the princess of a neighboring province as his wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.","[28, 18, 14]"
4012,679685,8396822,No Kings,"Not too far from Rio de Janeiro's rumbling motorways and electric lights there is a place, where carving canoes and building houses with clay are still an essential part of life. 'No Kings' has been made in the same free spirit that defines the lives of the inhabitants of the small community between the sea and the rain forest. Out here, nature itself is the supreme authority. The rest of society with its gods and kings is a distant echo. The vital, saturated universe enshrouds us as we are out catching crabs with the children or hear the rain patter on the roof in the middle of the night. The CaiÃ§ara people maintain and cultivate the last remnants of the Atlantic rain forest, and their traditions are based on sustainable values from Brazil, Japan, Africa and Europe. But Brazil's new government has other plans for the rain forest and for the country's many minorities.",[]
4013,10592,251114,Hart's War,"Fourth-generation Army Col. William McNamara is imprisoned in a brutal German POW camp. Still, as the senior-ranking American officer, he commands his fellow inmates, keeping a sense of honor alive in a place where honor is easy to destroy, all under the dangerous eye of the Luftwafe vetran Col. Wilhelm Visser. Never giving up the fight to win the war, McNamara is silently planning, waiting for his moment to strike back at the enemy. A murder in the camp gives him the chance to set a risky plan in motion. With a court martial to keep Visser and the Germans distracted, McNamara orchestrates a cunning scheme to escape and destroy a nearby munitions plant, enlisting the unwitting help of young Lt. Tommy Hart. Together with his men, McNamara uses a hero's resolve to carry out his mission, ultimately forced to weigh the value of his life against the good of his country.","[18, 10752]"
4014,77663,1480295,Killing Season,"Two veterans of the Bosnian War, one American, one Serbian, who clash in the remote Smoky Mountain wilderness.","[28, 53]"
4015,97370,1441395,Under the Skin,A seductive alien prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell.,"[18, 878, 53]"
4016,49852,1041804,The Nutcracker,"Set in 1920s Vienna, this is the tale of a little girl, whose godfather gives her a special doll one Christmas Eve.","[28, 14, 10402, 10751]"
4017,23706,881891,All About Steve,"After one short date, a brilliant crossword constructor decides that a CNN cameraman is her true love. Because the cameraman's job takes him hither and yon, she crisscrosses the country, turning up at media events as she tries to convince him they are perfect for each other.",[35]
4018,10849,89853,The Purple Rose of Cairo,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mundane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.","[14, 35, 10749]"
4019,8982,427954,The Protector,"In Bangkok, the young Kham was raised by his father in the jungle with elephants as members of their family. When his old elephant and the baby Kern are stolen by criminals, Kham finds that the animals were sent to Sidney. He travels to Australia, where he locates the baby elephant in a restaurant owned by the evil Madame Rose, the leader of an international Thai mafia. With the support of the efficient Thai sergeant Mark, who was involved in a conspiracy, Kham fights to rescue the animal from the mobsters.","[28, 80, 18, 53]"
4020,7859,468489,Half Nelson,"Despite his dedication to the junior-high students who fill his classroom, idealistic teacher Dan Dunne leads a secret life of addiction that the majority of his students will never know. But things change when a troubled student Drey makes a startling discovery of his secret life, causing a tenuous bond between the two that could either end disastrously or provide a catalyst of hope.",[18]
4021,10218,117802,Swingers,"After 6 years together, Mike's girlfriend leaves him, so he travels to LA to be a star. Six months on, he's still not doing very wellâ€” so a few of his friends try to reconnect him to the social scene and hopefully help him forget his failed relationship.",[35]
4022,420622,6133130,Professor Marston and the Wonder Women,"The unconventional life of Dr. William Marston, the Harvard psychologist and inventor who helped invent the modern lie detector test and created Wonder Woman in 1941.","[18, 10749]"
4023,1710,112722,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,[53]
4024,291356,3608930,In a Valley of Violence,"The story of a drifter named Paul who arrives in a small town seeking revenge on the thugs who murdered his friend. Sisters Mary Anne and Ellen, who run the town's hotel, help Paul in his quest for vengeance.","[28, 80, 53, 37]"
4025,41233,1193631,Step Up 3D,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.","[18, 10749]"
4026,37659,1333667,When Youâ€™re Strange,"The creative chemistry of four brilliant artists â€”drummer John Densmore, guitarist Robby Kreiger, keyboardist Ray Manzarek and singer Jim Morrisonâ€” made The Doors one of America's most iconic and influential rock bands. Using footage shot between their formation in 1965 and Morrison's death in 1971, it follows the band from the corridors of UCLA's film school, where Manzarek and Morrison met, to the stages of sold-out arenas.","[99, 10402]"
4027,796,139134,Cruel Intentions,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.","[18, 10749]"
4028,579,77766,Jaws 2,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,"[27, 53]"
4029,46838,1465522,Tucker and Dale vs. Evil,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.","[35, 27]"
4030,11252,155975,Psycho,"A young female embezzler arrives at the Bates Motel, which has terrible secrets of its own.  Although this version is in color, features a different cast, and is set in 1998, it is closer to a shot-for-shot remake than most remakes, Gus Van Sant often copying Hitchcock's camera movements and editing, and Joseph Stefano's script is mostly carried over. Bernard Herrmann's musical score is reused as well, though with a new arrangement by Danny Elfman and recorded in stereo.","[27, 9648, 53]"
4031,968,72890,Dog Day Afternoon,"Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.","[80, 18, 53]"
4032,1808,120879,Velvet Goldmine,"Almost a decade has elapsed since Bowiesque glam-rock superstar Brian Slade escaped the spotlight of the London scene. Now, investigative journalist Arthur Stuart is on assignment to uncover the truth behind the enigmatic Slade. Stuart, himself forged by the music of the 1970s, explores the larger-than-life stars who were once his idols and what has become of them since the turn of the new decade.","[18, 10402]"
4033,9675,375063,Sideways,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.","[35, 18, 10749]"
4034,25983,1172994,The House of the Devil,"In the 1980s, college student Samantha Hughes takes a strange babysitting job that coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret.","[27, 9648]"
4035,10012,257516,Cursed,"A werewolf loose in Los Angeles changes the lives of three young adults, who, after being mauled by the beast, learn they must kill their attacker if they hope to change their fate to avoid becoming werewolves too.","[27, 35]"
4036,21575,1235166,A Prophet,"Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.","[80, 18]"
4037,3594,481369,The Number 23,"Walter Sparrow is an animal control officer that becomes obsessed with a mysterious book that seems to be based on his own life. As soon as he opens the book, he notices strange parallels between what he reads and what he's experienced. But now he's worried that a fictional murder might materialize.","[53, 18, 9648]"
4038,16899,808244,Easy Virtue,"A young Englishman marries a glamorous American. When he brings her home to meet the parents, she arrives like a blast from the future - blowing their entrenched British stuffiness out the window.","[35, 10749]"
4039,74387,1456635,Goon,"Doug Glatt, a slacker who discovers he has a talent for brawling is approached by a minor league hockey coach and invited to join the team as the ""muscle."" Despite the fact that Glatt can't skate his best friend, Pat, convinces him to give it a shot, and Glatt becomes a hero to the team and their fans, until the league's reigning goon becomes threatened by Glatt's success and decides to even the score.",[35]
4040,9663,88172,Starman,"When an alien takes the form of a young widow's husband and asks her to drive him from Wisconsin to Arizona, the government tries to stop them.","[10749, 878]"
4041,103620,2103217,Maniac,"As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.",[27]
4042,4147,257044,Road to Perdition,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.","[80, 18, 53]"
4043,62046,1541160,Flypaper,A man caught in the middle of two simultaneous robberies at a bank desperately tries to protect the teller with whom he's secretly in love.,"[9648, 35, 80]"
4044,15653,208185,An Extremely Goofy Movie,"It's all extreme sports and a life of freedom as Max sets off for college -- but Goofy misses Max so much he loses his job and goes to finish college alongside Max and his friends. But as Goofy tries to get closer to Max, both must go to the extreme to learn how to live their own lives together.","[16, 35, 10751]"
4045,125509,2375779,Wrong Turn 5: Bloodlines,"A small West Virginia town is hosting the legendary Mountain Man Festival on Halloween, where throngs of costumed party goers gather for a wild night of music and mischief. But an inbred family of hillbilly cannibals kill the fun when they trick and treat themselves to a group of visiting college students.","[27, 53]"
4046,17379,408985,Last Holiday,"After she's diagnosed with a terminal illness, a shy woman decides to take a European vacation.","[12, 35, 18]"
4047,3595,117438,Ransom,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.","[28, 53]"
4048,20737,118570,Air Bud,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.","[35, 18, 10751]"
4049,283445,2752772,Sinister 2,A young mother and her twin sons move into a rural house that's marked for death.,[27]
4050,3638,481141,No Reservations,"Master chef Kate Armstrong runs her life and her kitchen with intimidating intensity. However, a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. Though romance blooms in the face of rivalry, Kate needs to look outside the kitchen to find true happiness.","[35, 18, 10749]"
4051,336000,2378507,The Glass Castle,"A young girl is raised in a dysfunctional family constantly on the run from the FBI. Living in poverty, she comes of age guided by her drunkard, ingenious father who distracts her with magical stories to keep her mind off the family's dire state, and her selfish, nonconformist mother who has no intention of raising a family, along with her younger brother and sister, and her other older sister. Together, they fend for each other as they mature in an unorthodox journey that is their family life.",[18]
4052,49021,1448755,Killer Elite,"Based on a shocking true story, Killer Elite pits two of the worldâ€™s most elite operativesâ€”Danny, an ex-special ops agent and Hunter, his longtime mentorâ€”against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouseâ€”where the predators become the prey.","[28, 12, 53]"
4053,157832,2234003,Calvary,"After being threatened during a confession, a good-natured priest must battle the dark forces closing in around him.",[18]
4054,265177,3612616,Mommy,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",[18]
4055,4476,110322,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.","[12, 18, 10749, 10752]"
4056,433630,3481634,Inconceivable,"A mother looks to escape her abusive past by moving to a new town where she befriends another mother, who grows suspicious of her.","[53, 18]"
4057,498248,4844148,Mia and the White Lion,A young girl from London moves to Africa with her parents where she befriends a lion cub.,"[12, 10751]"
4058,49012,1334512,Arthur,"A drunken playboy stands to lose a wealthy inheritance when he falls for a woman, his family doesn't like.","[35, 10749]"
4059,613090,9063902,"Live Twice, Love Once",A retired academic teacher tries to find the love of his youth after being diagnosed with Alzheimer's.,"[35, 18]"
4060,582883,8193790,Deerskin,"A man who becomes obsessed with owning the designer deerskin jacket of his dreams. This obsession will lead him to turn his back on his humdrum life in the suburbs, blow his life savings and even turn him to crime.","[35, 80, 18]"
4061,71672,1865567,Wrong Turn 4: Bloody Beginnings,"Follows a group of friends that decide to go snowmobiling during their winter break. They make a ""wrong turn"", getting lost in a storm.","[27, 53]"
4062,670328,,Dino Dana: The Movie,"Finds 10-year-old Dana, who sees dinosaurs in the real world, solving dino experiment #901 - where are all the kid dinosaurs? But while working on the solution, her new neighbor Mateo is dino-napped by a Tyrannosaurus Rex, and it's up to Dana, her sister Saara, and Mateo's brother Jadiel to finish the experiment.","[12, 35, 10751]"
4063,9075,389557,Black Book,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","[18, 53, 10752]"
4064,438148,5113044,Minions: The Rise of Gru,"The continuation of the adventures of the Minions, always in search of a tyrannical leader.","[28, 12, 16, 35, 10751]"
4065,16353,785035,Ong Bak 2,Moments from death a young man is rescued by a renowned warrior. Realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive. As he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father.,"[28, 12, 53]"
4066,16808,1000095,PokÃ©mon Ranger and the Temple of the Sea,"On their way through the Battle Frontier, Ash and friends meet up with a PokÃ©mon Ranger who's mission is to deliever the egg of Manaphy to a temple on the ocean's floor. However, a greedy pirate wants the power of Manaphy to himself.","[16, 10751]"
4067,9598,112431,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.","[35, 18, 14, 10751]"
4068,38358,1320244,The Last Exorcism,"After years of performing â€œexorcismsâ€ and taking believersâ€™ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine â€œexorcismâ€ on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.","[27, 18, 53]"
4069,4538,838221,The Darjeeling Limited,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray).","[12, 18, 35]"
4070,8984,109635,Disclosure,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.","[80, 10749]"
4071,583306,6848466,My Hero Academia: Training of the Dead,"OVA bundled with the 14th manga volume.  Story about a joint practice session between Izuku's class and Isami High students at Yuuei Academy, takes place after the field training arc in the second season.","[28, 16, 35]"
4072,13342,83929,Fast Times at Ridgemont High,"Follows a group of high school students growing up in southern California, based on the real-life adventures chronicled by Cameron Crowe. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. The center of the film is held by Jeff Spicoli, a perpetually stoned surfer dude who faces off with the resolute Mr. Hand, who is convinced that everyone is on dope.","[35, 18]"
4073,124459,790628,The Incredible Burt Wonderstone,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",[35]
4074,16418,1398940,Barbie Presents: Thumbelina,"Meet a tiny girl named Thumbelina who lives in harmony with nature in the magical world of the Twillerbees that's hidden among the wildflowers. At the whim of a spoiled young girl named Makena, Thumbelina and her two friends have their patch of wildflowers uprooted and are transported to a lavish apartment in the city.","[16, 10751]"
4075,6623,119874,The Peacemaker,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.","[28, 53]"
4076,511809,3581652,West Side Story,"A remake of the 1961 film about two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.","[80, 10402, 10749]"
4077,1642,113957,The Net,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ...","[28, 80, 18, 9648, 53]"
4078,292280,4030600,The Bye Bye Man,"When three college students move into an old house off campus, they unwittingly unleash a supernatural entity known as The Bye Bye Man, who comes to prey upon them once they discover his name. The friends must try to save each other, all the while keeping The Bye Bye Man's existence a secret to save others from the same deadly fate.","[27, 53]"
4079,209274,2718492,Ida,"Anna, a young novitiate in 1960s Poland, is on the verge of taking her vows when she discovers a family secret dating back to the years of the German occupation.",[18]
4080,35558,1579247,Starstruck,"Jessica Olsen goes to Los Angeles with nothing more in mind that visiting her grandparents while her sister tries to meet Christopher Wilde. One night she meets Christopher Wilde. They go an an adventure around Los Angeles and start to like each other. When Jessica returns home, Christopher, on national TV, says he doesn't know her, and never met her.","[35, 10402, 10749, 10770]"
4081,361380,5042426,Barbie & Her Sisters in the Great Puppy Adventure,"Barbie and her sisters, Skipper, Stacie and Chelsea, and their adorable new puppy friends find unexpected mystery and adventure when they return to their hometown of Willows. While going through mementos in Grandma's attic, the sisters discover an old map, believed to lead to a long-lost treasure buried somewhere in the town. With their puppy pals in tow, the four girls go on an exciting treasure hunt, along the way discovering that the greatest treasure of all is the love and laughter they share as sisters!","[12, 16, 10751]"
4082,86837,1602620,Amour,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.","[18, 10749]"
4083,10803,74812,Logan's Run,"In the 23rd century, inhabitants of a domed city freely experience all of life's pleasures- but no one is allowed to live past 30. Citizens can try for a chance at being 'renewed' in a civic ceremony on their 30th birthday. Escape is the only other option.","[28, 878]"
4084,9963,477071,Premonition,"A depressed housewife who learns her husband was killed in a car accident the day previously, awakens the next morning to find him alive and well at home, and then awakens the day after to a world in which he is still dead.","[18, 9648, 53]"
4085,4564,1000774,Sex and the City,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,"[35, 18, 10749]"
4086,38842,1251757,Middle Men,"Chronicles Jack Harris, one of the pioneers of internet commerce, as he wrestles with his morals and struggles not to drown in a sea of conmen, mobsters, drug addicts, and pornstars.","[35, 80, 18]"
4087,713,107822,The Piano,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.","[18, 10749]"
4088,11646,82432,Gallipoli,"As World War I rages, brave and youthful Australians Archy and Frankâ€”both agile runnersâ€”become friends and enlist in the Australian and New Zealand Army Corps together. They later find themselves part of the Dardanelles Campaign on the Gallipoli peninsula, a brutal eight-month conflict which pit the British and their allies against the Ottoman Empire and left over 500,000 men dead.","[12, 18, 36, 10752]"
4089,39513,1092026,Paul,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries heâ€™s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.","[12, 35, 878]"
4090,82505,1582507,House at the End of the Street,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.","[27, 53]"
4091,9445,118636,Apt Pupil,"One day in 1984, Todd Bowden, a brilliant high school boy fascinated by the history of Nazism, stumbles across an old man whose appearance resembles that of Kurt Dussander, a wanted Nazi war criminal. A month later, Todd decides to knock on his door.","[18, 53]"
4092,87492,1100089,Foxcatcher,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,"[18, 53]"
4093,676156,10880084,The Warrant,"After fighting in the Civil War, two Union Army buddies find themselves on opposite sides of the law with the post-war peace at risk.",[37]
4094,3563,762107,I Now Pronounce You Chuck & Larry,"Firefighters Chuck Ford and Larry Valentine are guy's guys, loyal to the core â€“ which is why, when widower Larry asks Chuck to pose as his gay lover so that he can get domestic partner benefits for his kids, his buddy agrees. However, things get dicey when a bureaucrat comes calling, and the boys are forced to present a picture of domestic bliss.","[35, 10749]"
4095,2011,808417,Persepolis,"In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.","[16, 18]"
4096,9481,145681,The Bone Collector,"Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme â€“ formerly the department's top homicide detective but now paralyzed as a result of a spinal injury â€“ to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.","[80, 18, 9648, 53]"
4097,9381,364970,Babylon A.D.,A veteran-turned-mercenary  is hired to take a young woman with a secret from post-apocalyptic Eastern Europe to New York City.,"[28, 12, 878, 53]"
4098,61979,1648216,Three Steps Above Heaven,"Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi (Maria Valverde) is a girl from upper-middle class that is educated in goodness and innocence . Hache (Mario Casas) is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense","[10749, 18]"
4099,316154,4334266,The Bad Batch,"In a desert wasteland in Texas, a muscled cannibal breaks one important rule: donâ€™t play with your food.","[18, 27, 53]"
4100,515248,8075260,Someone Great,"An aspiring music journalist lands her dream job and is about to move to San Francisco when her boyfriend of nine years decides to call it quits. To nurse her broken heart, she and her two best friends spend one outrageous last adventure in New York City.","[35, 10749]"
4101,8457,817538,Drillbit Taylor,"Three kids hire a low-budget bodyguard to protect them from the playground bully, not realising he is just a homeless beggar and petty thief looking for some easy cash.",[35]
4102,345938,2872518,The Shack,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.","[18, 14]"
4103,619,103855,The Bodyguard,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.","[28, 18, 10402, 53, 10749]"
4104,9296,258153,S1m0ne,"The career of a disillusioned producer, who is desperate for a hit, is endangered when his star walks off the film set. Forced to think fast, the producer decides to digitally create an actress ""Simone"" to sub for the star â€” the first totally believable synthetic actress.","[35, 18, 878]"
4105,5551,186566,Space Cowboys,"Frank Corvin, â€˜Hawkâ€™ Hawkins, Jerry O'Neill and â€˜Tankâ€™ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious â€˜Ikonâ€™ communications satellite's orbit begins to degrade and threatens to crash to Earth.","[28, 12, 53]"
4106,14926,263757,Uptown Girls,"Molly Gunn, the freewheeling daughter of a deceased rock legend, is forced to get a job when her manager steals her money. As nanny for precocious Ray, the oft ignored daughter of a music executive she learns what it means to be an adult while teaching Ray how to be a child.",[35]
4107,9877,146336,Urban Legend,A college campus is plagued by a vicious serial killer murdering students in ways that correspond to various urban legends.,"[27, 53]"
4108,39108,142243,Dragon Ball Z: Wrath of the Dragon,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,"[28, 16, 14, 878]"
